Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:18:11:20.002,61,0.0374431610,0.0000000000,0.0687046647,0.0000000000,0.0028586823,0.1381589025,0.0000000000,0.0353346765,0.0000000000,0.0000000000,0.0076621431,0.0033302386,0.1381517649,0.0000000000,0.0020169229,0.0469484963,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0596434847,0.0000000000,0.2102084011,0.1219507903,0.0000000000,0.0000000000,0.0100852055,0.0003960137,0.0229153018,0.0000000000,0.1447454542,0.0000000000,0.0815138295,0.0303116348,0.0145780100,0.0145229753,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1907070130,0.1879631579,0.0508321971,0.0000000000,0.0000000000,0.0100316554,0.0862900093,0.0565390326,0.0345609002,0.0031155909,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0353659056,-0.0013058409,-0.0013812090,0.0370103344,-0.0012735613,-0.0015692753
19:18:11:21.003,61,0.0377657078,0.0000000000,0.0723676309,0.0000000000,0.0005155588,0.1387379169,0.0000000000,0.0356395356,0.0000000000,0.0000000000,0.0106625585,0.0009935754,0.1387191266,0.0000000000,0.0022091705,0.0465546213,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0594465435,0.0000000000,0.2105005533,0.1223387122,0.0000000000,0.0000000000,0.0102065913,0.0005109209,0.0227867551,0.0000000000,0.1449948996,0.0000000000,0.0817320496,0.0304596815,0.0146813458,0.0146265049,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1913672835,0.1886083037,0.0515266582,0.0000000000,0.0000000000,0.0100566922,0.0881895125,0.0572041199,0.0350500569,0.0035220501,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0371975191,-0.0003774576,-0.0014487777,0.0389877856,-0.0003448613,-0.0015453962
19:18:11:22.005,61,0.0380665138,0.0000000000,0.0740090385,0.0000000000,0.0000532900,0.1394789219,0.0000000000,0.0359107442,0.0000000000,0.0000000000,0.0120655056,0.0005375753,0.1394511312,0.0000000000,0.0023556568,0.0463493280,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0594310910,0.0000000000,0.2108121961,0.1225165650,0.0000000000,0.0000000000,0.0103491563,0.0006031646,0.0228015743,0.0000000000,0.1453763694,0.0000000000,0.0822419897,0.0308072250,0.0148127945,0.0147559457,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1922082901,0.1894278675,0.0522612184,0.0000000000,0.0000000000,0.0101007745,0.0894682631,0.0578776076,0.0356264301,0.0039074584,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0380539224,-0.0001964234,-0.0014810686,0.0398728922,-0.0001637675,-0.0015596678
19:18:11:23.006,61,0.0382754728,0.0000000000,0.0770884380,0.0000000000,0.0000000000,0.1396133155,0.0000000000,0.0361004174,0.0000000000,0.0000000000,0.0145734223,0.0000000000,0.1395775229,0.0000000000,0.0025489887,0.0460613817,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0593937412,0.0000000000,0.2110899389,0.1226643175,0.0000000000,0.0000000000,0.0104758209,0.0006968340,0.0225473624,0.0000000000,0.1458429396,0.0000000000,0.0826209858,0.0310341138,0.0149424598,0.0148871159,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1921065301,0.1893010736,0.0522896945,0.0000000000,0.0000000000,0.0101449070,0.0903935879,0.0583490804,0.0360127538,0.0040955171,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0395850055,0.0005376115,-0.0015343677,0.0415351540,0.0005705245,-0.0015410129
19:18:11:24.008,61,0.0381705724,0.0000000000,0.0761875212,0.0000000000,0.0000000000,0.1399060339,0.0000000000,0.0360044017,0.0000000000,0.0000000000,0.0138710411,0.0000000000,0.1398607343,0.0000000000,0.0026981889,0.0455194749,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0591097958,0.0000000000,0.2113472521,0.1231155619,0.0000000000,0.0000000000,0.0105208857,0.0007674383,0.0221499875,0.0000000000,0.1461017281,0.0000000000,0.0827942193,0.0311406106,0.0150165502,0.0149758887,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1921662390,0.1893685460,0.0522927977,0.0000000000,0.0000000000,0.0101559777,0.0908611715,0.0587436222,0.0363132618,0.0043228976,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0391561054,0.0000625253,-0.0015219490,0.0410477072,0.0000953041,-0.0015760055
19:18:11:25.010,61,0.0388054587,0.0000000000,0.0772800073,0.0000000000,0.0000000000,0.1405617446,0.0000000000,0.0366184041,0.0000000000,0.0000000000,0.0143699991,0.0000000000,0.1405057758,0.0000000000,0.0028913198,0.0444703475,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0588504225,0.0000000000,0.2113690525,0.1232028753,0.0000000000,0.0000000000,0.0105800843,0.0008197546,0.0215896722,0.0000000000,0.1465417296,0.0000000000,0.0830882117,0.0313336216,0.0151248891,0.0151082389,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1991588771,0.1964912713,0.0529085062,0.0000000000,0.0000000000,0.0101884007,0.0916026160,0.0592763834,0.0368021801,0.0046533365,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0394611806,0.0015878268,-0.0015203938,0.0416428149,0.0016211197,-0.0014261715
19:18:11:26.011,61,0.0392192118,0.0000000000,0.0769324228,0.0000000000,0.0000000000,0.1404940933,0.0000000000,0.0370424241,0.0000000000,0.0000000000,0.0132801738,0.0000000000,0.1404347569,0.0000000000,0.0030610361,0.0437443666,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000704465,0.0584677942,0.0000000000,0.2111008316,0.1232402548,0.0000000000,0.0000000000,0.0105976630,0.0008724149,0.0210176241,0.0000000000,0.1467881352,0.0000000000,0.0830274746,0.0312708393,0.0151633741,0.0151796062,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2032380998,0.2007124424,0.0531515144,0.0000000000,0.0000000000,0.0102040479,0.0916845649,0.0593307689,0.0365717560,0.0044745109,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0387964584,0.0034641251,-0.0014803709,0.0414631814,0.0034981668,-0.0012073978
19:18:11:27.013,61,0.0394389108,0.0000000000,0.0756268129,0.0000000000,0.0000000000,0.1405914277,0.0000000000,0.0372823104,0.0000000000,0.0000000000,0.0123430202,0.0000000000,0.1405279487,0.0000000000,0.0032112885,0.0428238623,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001111226,0.0581095964,0.0000000000,0.2110518515,0.1234535426,0.0000000000,0.0000000000,0.0105488189,0.0008762823,0.0203646962,0.0000000000,0.1468974054,0.0000000000,0.0828865245,0.0311514605,0.0152023723,0.0152488211,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2044397742,0.2019670755,0.0529052466,0.0000000000,0.0000000000,0.0102110645,0.0916504860,0.0593292303,0.0363625400,0.0042768307,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0382241122,0.0026102103,-0.0014665424,0.0407562405,0.0026439838,-0.0012785187
19:18:11:28.015,61,0.0396881588,0.0000000000,0.0760593861,0.0000000000,0.0000000000,0.1412177384,0.0000000000,0.0375588834,0.0000000000,0.0000000000,0.0124537963,0.0000000000,0.1411449164,0.0000000000,0.0033186139,0.0376349241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001855662,0.0575605482,0.0000000000,0.2110495418,0.1237761676,0.0000000000,0.0000000000,0.0104923742,0.0008675561,0.0194826480,0.0000000000,0.1471184939,0.0000000000,0.0829752386,0.0311834905,0.0152538996,0.0153540941,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2122544348,0.2100559026,0.0528531671,0.0000000000,0.0000000000,0.0102215838,0.0917133838,0.0593779907,0.0363432132,0.0042946162,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0382917859,0.0027784556,-0.0014677162,0.0409900099,0.0028124116,-0.0012679659
19:18:11:29.016,61,0.0396844670,0.0000000000,0.0738883093,0.0000000000,0.0000000000,0.1419204921,0.0000000000,0.0375862271,0.0000000000,0.0000000000,0.0106991725,0.0000000000,0.1418424398,0.0000000000,0.0034307810,0.0359946713,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002306633,0.0571499839,0.0000000000,0.2112953663,0.1243269220,0.0000000000,0.0000000000,0.0105052534,0.0009336458,0.0189323220,0.0000000000,0.1472908258,0.0000000000,0.0829312205,0.0311196726,0.0152956471,0.0154377902,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2139270753,0.2118049711,0.0527580753,0.0000000000,0.0000000000,0.0102225635,0.0917548835,0.0595187955,0.0362363085,0.0042173127,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0372204557,0.0019900613,-0.0014341931,0.0398170054,0.0020237751,-0.0013138317
