Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:57:09:00.452,61,0.0000000000,0.0000000000,0.1007980332,0.0000000000,0.1218132228,0.0984275341,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0767299235,0.1235511750,0.0980008021,0.0000000000,0.0000000000,0.0152463354,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053909211,0.0052567129,0.0000000000,0.0000000000,0.0132233445,0.0000000000,0.0765782967,0.0000000000,0.0523550883,0.0282228719,0.0040139472,0.0044924440,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1495459378,0.1491588950,0.1653555334,0.0000000000,0.0000000000,0.0094644278,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000316,0.0000000000,0.0000000000,0.0000000000,0.0457074568,-0.0519341044,-0.0038469257,0.0490520298,-0.0519778840,-0.0096049681
19:57:09:01.453,61,0.0000000000,0.0000000000,0.0999028161,0.0000000000,0.1196241304,0.0959001034,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0757776052,0.1213270426,0.0954647511,0.0000000000,0.0000000000,0.0151804835,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053272229,0.0050594863,0.0000000000,0.0000000000,0.0136259887,0.0000000000,0.0767612755,0.0000000000,0.0522009991,0.0281114373,0.0040018973,0.0044897622,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1474331319,0.1470432580,0.1689805686,0.0000000000,0.0000000000,0.0094354358,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000297,0.0000000000,0.0000000000,0.0000000000,0.0451435447,-0.0509974621,-0.0037530558,0.0486246198,-0.0510409661,-0.0094175395
19:57:09:02.456,61,0.0000000000,0.0000000000,0.1018417105,0.0000000000,0.1218092591,0.0951931104,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0774972886,0.1235571131,0.0947541445,0.0000000000,0.0000000000,0.0151218893,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0054174131,0.0049662590,0.0000000000,0.0000000000,0.0141951079,0.0000000000,0.0768529922,0.0000000000,0.0518915430,0.0278837606,0.0039678742,0.0044632605,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1448610723,0.1444690824,0.1703943014,0.0000000000,0.0000000000,0.0093843769,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000315,0.0000000000,0.0000000000,0.0000000000,0.0461648628,-0.0519385003,-0.0038786898,0.0495626330,-0.0519822054,-0.0096404003
19:57:09:03.457,61,0.0000000000,0.0000000000,0.1004270539,0.0000000000,0.1214518473,0.0941232815,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0764858648,0.1231813580,0.0936833844,0.0000000000,0.0000000000,0.0151018947,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0052000177,0.0045582401,0.0000000000,0.0000000000,0.0145046795,0.0000000000,0.0768995583,0.0000000000,0.0516171195,0.0276892222,0.0039305980,0.0044358727,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1413238645,0.1409273297,0.1712862253,0.0000000000,0.0000000000,0.0093393363,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000305,0.0000000000,0.0000000000,0.0000000000,0.0455626249,-0.0517781712,-0.0038277223,0.0488722622,-0.0518219061,-0.0095663480
19:57:09:04.459,61,0.0000000000,0.0000000000,0.0977605209,0.0000000000,0.1189131886,0.0915554985,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0743950158,0.1205856279,0.0911153927,0.0000000000,0.0000000000,0.0150509765,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0048207520,0.0040773088,0.0000000000,0.0000000000,0.0146503793,0.0000000000,0.0769741982,0.0000000000,0.0513908379,0.0275251884,0.0039174329,0.0044340235,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1383187324,0.1379200965,0.1718133688,0.0000000000,0.0000000000,0.0093132006,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000281,0.0000000000,0.0000000000,0.0000000000,0.0443205833,-0.0506827570,-0.0036789170,0.0475798845,-0.0507262759,-0.0092946375
19:57:09:05.461,61,0.0000000000,0.0000000000,0.0994483083,0.0000000000,0.1212386861,0.0905157477,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0763228387,0.1229526699,0.0900767967,0.0000000000,0.0000000000,0.0150744217,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0045658918,0.0037721584,0.0000000000,0.0000000000,0.0149575071,0.0000000000,0.0771709308,0.0000000000,0.0511100627,0.0273086838,0.0039042069,0.0044316561,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1285835207,0.1281520426,0.1721274555,0.0000000000,0.0000000000,0.0092762867,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000273,0.0000000000,0.0000000000,0.0000000000,0.0454658195,-0.0516817085,-0.0038153715,0.0483945012,-0.0517255701,-0.0095176874
19:57:09:06.462,61,0.0000000000,0.0000000000,0.0989535898,0.0000000000,0.1215103120,0.0896489918,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0758369863,0.1232238561,0.0892116129,0.0000000000,0.0000000000,0.0151334917,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0042743916,0.0033680322,0.0000000000,0.0000000000,0.0151639534,0.0000000000,0.0771993399,0.0000000000,0.0507979095,0.0270629767,0.0038748120,0.0044146995,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1262909174,0.1258525252,0.1716488600,0.0000000000,0.0000000000,0.0092540877,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000272,0.0000000000,0.0000000000,0.0000000000,0.0451757610,-0.0517944433,-0.0038020955,0.0481511652,-0.0518383421,-0.0095202224
19:57:09:07.463,61,0.0000000000,0.0000000000,0.0983046144,0.0000000000,0.1198941916,0.0885190368,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0753647909,0.1215808243,0.0880841836,0.0000000000,0.0000000000,0.0151421409,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040062889,0.0030085458,0.0000000000,0.0000000000,0.0150355203,0.0000000000,0.0771928430,0.0000000000,0.0506033897,0.0269073229,0.0038614785,0.0044114576,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1254839450,0.1250446886,0.1703044474,0.0000000000,0.0000000000,0.0092555853,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000272,0.0000000000,0.0000000000,0.0000000000,0.0448970422,-0.0511030890,-0.0037424886,0.0478414446,-0.0511468463,-0.0093828542
19:57:09:08.465,61,0.0000000000,0.0000000000,0.0966233686,0.0000000000,0.1177585199,0.0865987390,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0740540922,0.1194026396,0.0861689523,0.0000000000,0.0000000000,0.0151703442,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0040330179,0.0029219347,0.0000000000,0.0000000000,0.0149239991,0.0000000000,0.0771787912,0.0000000000,0.0504448563,0.0267888606,0.0038457352,0.0044044601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1248087212,0.1243717894,0.1695860624,0.0000000000,0.0000000000,0.0092491535,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000258,0.0000000000,0.0000000000,0.0000000000,0.0441192761,-0.0501850061,-0.0036365753,0.0470289588,-0.0502285622,-0.0091745313
19:57:09:09.467,61,0.0000000000,0.0000000000,0.0943916813,0.0000000000,0.1181406528,0.0851506516,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0722943097,0.1197696999,0.0847248435,0.0000000000,0.0000000000,0.0152099086,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0036713798,0.0023784256,0.0000000000,0.0000000000,0.0149468631,0.0000000000,0.0771685317,0.0000000000,0.0501417182,0.0265736114,0.0038038152,0.0043815030,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1233542860,0.1229190379,0.1696043909,0.0000000000,0.0000000000,0.0092165954,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000291,0.0000000000,0.0000000000,0.0000000000,0.0430696011,-0.0503351726,-0.0035746230,0.0459352434,-0.0503787808,-0.0091270627
