Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:56:10:48.887,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0828182846,0.0018463789,0.0199840404,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0832054541,0.0024311035,0.0202413574,0.0037534495,0.0000000000,0.0000000000,0.0229426362,0.0000000000,0.0568421222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0045002401,0.0044744220,0.0466121621,0.0345124342,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0736270174,0.0874429569,0.0251011364,0.0284469016,0.0000000000,0.0000000000,0.0824092031,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0130578447,-0.0348934419,0.0002104654,-0.0147150680,-0.0349171758,-0.0034436549
19:56:10:49.889,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0793172717,0.0026304799,0.0194989517,0.0000000000,0.0000000000,0.0000444582,0.0000000000,0.0796858370,0.0032139746,0.0197307225,0.0036616218,0.0000000000,0.0000000000,0.0224963538,0.0000000000,0.0559468605,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043786447,0.0043623052,0.0464350060,0.0341562293,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0727485120,0.0864819884,0.0246525276,0.0281445123,0.0000000000,0.0000000000,0.0821427852,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0133966338,-0.0334173739,0.0002280052,-0.0146025717,-0.0334405005,-0.0032930190
19:56:10:50.891,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0798907354,0.0038391601,0.0187820476,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0802688226,0.0044225794,0.0190014280,0.0035857246,0.0002083571,0.0000000000,0.0221803468,0.0000000000,0.0554738268,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043228371,0.0043217004,0.0465289429,0.0339977629,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0724370480,0.0861022994,0.0243861433,0.0279288888,0.0000000000,0.0000000000,0.0871973038,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0129505973,-0.0336618759,0.0002054175,-0.0141293630,-0.0336850360,-0.0033427284
19:56:10:51.893,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0803998932,0.0047924113,0.0182665028,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0807870030,0.0053703873,0.0184828267,0.0034869476,0.0003878092,0.0000000000,0.0218903460,0.0000000000,0.0550040379,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0042476337,0.0042534238,0.0464329943,0.0336827524,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0717510730,0.0853309259,0.0239552464,0.0275278669,0.0000000000,0.0000000000,0.0892591476,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0126951197,-0.0338791981,0.0001923291,-0.0136865079,-0.0339022949,-0.0033882170
19:56:10:52.894,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0730525628,0.0048997351,0.0155429477,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0734094977,0.0054733693,0.0157087222,0.0034660562,0.0005048781,0.0000000000,0.0218818821,0.0000000000,0.0550053753,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0042818724,0.0042992160,0.0465400591,0.0336273834,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0714456886,0.0850319415,0.0238397773,0.0274067540,0.0000000000,0.0000000000,0.0918754339,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0120988274,-0.0307852179,0.0001659345,-0.0125962272,-0.0308073163,-0.0031092938
19:56:10:53.895,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0725658089,0.0050987513,0.0137822144,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0729158148,0.0056730411,0.0139239412,0.0034231427,0.0007944972,0.0000000000,0.0218966678,0.0000000000,0.0550217442,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043147313,0.0043419972,0.0466955379,0.0335686095,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0712336972,0.0848115236,0.0237476528,0.0273073018,0.0000000000,0.0000000000,0.0934155360,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0124920178,-0.0305781588,0.0001849002,-0.0129282400,-0.0306001715,-0.0030712651
19:56:10:54.897,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0706178471,0.0051229843,0.0123830680,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0709720403,0.0056964601,0.0125098759,0.0033466369,0.0010944618,0.0000000000,0.0218151137,0.0000000000,0.0546773970,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043526134,0.0043947394,0.0469310768,0.0335639529,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0704754367,0.0840382501,0.0234474260,0.0270265136,0.0000000000,0.0000000000,0.0951100439,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0113193952,-0.0297630467,0.0001307996,-0.0116039515,-0.0297847837,-0.0030450157
19:56:10:55.899,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0646018311,0.0049849218,0.0095082950,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0649364442,0.0055559468,0.0096266260,0.0032423376,0.0011806202,0.0000000000,0.0216216873,0.0000000000,0.0544633307,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043440997,0.0044095218,0.0469392762,0.0335265175,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0697422773,0.0833300501,0.0233655889,0.0269166455,0.0000000000,0.0000000000,0.0957828090,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0099729933,-0.0272319876,0.0000764731,-0.0100474432,-0.0272530131,-0.0028376884
19:56:10:56.900,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0594527423,0.0046612043,0.0056209536,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0597540513,0.0052382634,0.0058306488,0.0031342157,0.0014994381,0.0000000000,0.0214353409,0.0000000000,0.0542511828,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0043201232,0.0044096950,0.0469171591,0.0334125720,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0689508840,0.0825358629,0.0234183762,0.0269330833,0.0000000000,0.0000000000,0.0963810012,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0101138689,-0.0250585489,0.0000897905,-0.0100920275,-0.0250790305,-0.0025958347
19:56:10:57.903,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0595800914,0.0044407495,0.0030882331,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0598814040,0.0050229933,0.0033177538,0.0029994785,0.0017899493,0.0000000000,0.0210771542,0.0000000000,0.0534821972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0042389906,0.0043541822,0.0466365628,0.0330371037,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0631181002,0.0760072172,0.0231231414,0.0266175959,0.0000000000,0.0000000000,0.0965588987,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0101603530,-0.0251119435,0.0000915727,-0.0101650879,-0.0251324475,-0.0025986785
