Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
18:48:59:39.473,61,0.3870407045,0.1964816451,0.0872536823,0.0000000000,0.0000000000,0.1419601738,0.0000000000,0.3860668540,0.1975242496,0.0000000000,0.0212195367,0.0000000000,0.1429454386,0.0000000000,0.0180179719,0.0000000000,0.0000000000,0.0369048119,0.0168772861,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0464178398,0.0933235064,0.0000000000,0.0000000000,0.0115497969,0.0109943077,0.0040523228,0.0168286860,0.0000000000,0.0066495906,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0496517681,0.0720029250,0.0160793345,0.0199825820,0.0000000000,0.0000000000,0.1589784324,0.0000000000,0.0000000000,0.0000000000,0.0533713251,0.0627691448,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0397947356,0.1508856565,0.0007465945,0.0462925583,0.1509155035,0.0163251460
18:48:59:40.474,61,0.3721186817,0.1677718312,0.0951260924,0.0000000000,0.0000000000,0.1172096282,0.0000000000,0.3712157309,0.1687003225,0.0000000000,0.0278480258,0.0000000000,0.1180564612,0.0000000000,0.0171352215,0.0000000000,0.0000000000,0.0342555679,0.0152314957,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0498561598,0.0961826071,0.0000000000,0.0000000000,0.0117486874,0.0116566056,0.0000000000,0.0122727929,0.0000000000,0.0066350782,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0492820702,0.0715707168,0.0179035906,0.0219285972,0.0000000000,0.0000000000,0.1486149728,0.0000000000,0.0000000000,0.0000000000,0.0503847636,0.0589810386,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0438478440,0.1332828850,0.0009364066,0.0507515669,0.1333104819,0.0147001119
18:48:59:41.475,61,0.3115247488,0.1361779571,0.1086608097,0.0000000000,0.0000000000,0.1043165252,0.0000000000,0.3110301495,0.1369886845,0.0000000000,0.0371093675,0.0000000000,0.1050722674,0.0000000000,0.0162905920,0.0000000000,0.0000000000,0.0317498557,0.0145263905,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0514151081,0.0971900895,0.0000000000,0.0000000000,0.0119015174,0.0122396005,0.0000000000,0.0071989531,0.0000000000,0.0066393409,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0457360670,0.0651911274,0.0190708935,0.0230823960,0.0000000000,0.0000000000,0.1359021068,0.0000000000,0.0000000000,0.0000000000,0.0491028614,0.0571939349,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0495161936,0.1139179170,0.0010813361,0.0582539663,0.1139454842,0.0129560204
18:48:59:42.477,61,0.2656678855,0.0984223709,0.0718977898,0.0000000000,0.0000000000,0.0970299542,0.0000000000,0.2656697631,0.0987231135,0.0000000000,0.0045539178,0.0000000000,0.0977340490,0.0000000000,0.0154807577,0.0000000000,0.0000000000,0.0302546415,0.0143403858,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0514667742,0.0970801264,0.0000000000,0.0000000000,0.0121242320,0.0128895389,0.0000000000,0.0046942346,0.0000000000,0.0066841133,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0406173170,0.0574697740,0.0198111273,0.0238223877,0.0000000000,0.0000000000,0.1261331737,0.0000000000,0.0000000000,0.0000000000,0.0487489440,0.0566082001,0.0023530542,0.0043476135,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0297034830,0.0905216485,-0.0006460757,0.0386548862,0.0905447751,0.0087487493
18:48:59:43.479,61,0.2419696152,0.0965126008,0.0546333566,0.0000000000,0.0000000000,0.0901089609,0.0000000000,0.2419645637,0.0967041776,0.0000000000,0.0000000000,0.0000000000,0.0907173306,0.0000000000,0.0148171177,0.0000000000,0.0000000000,0.0292722192,0.0142235598,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0518583953,0.0970836952,0.0000000000,0.0000000000,0.0123929437,0.0135665918,0.0000000000,0.0026034566,0.0000000000,0.0067744195,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0387904122,0.0546732917,0.0205330104,0.0245572273,0.0000000000,0.0000000000,0.1220346317,0.0000000000,0.0000000000,0.0000000000,0.0489912443,0.0567976758,0.0049733231,0.0079092160,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0199611634,0.0892895609,-0.0012257001,0.0293567777,0.0893130153,0.0080650896
18:48:59:44.480,61,0.2312365919,0.1029733047,0.0507653169,0.0000000000,0.0000000000,0.0827175081,0.0000000000,0.2312670201,0.1031739116,0.0000000000,0.0000000000,0.0000000000,0.0832203999,0.0000000000,0.0142594837,0.0000000000,0.0000000000,0.0284579229,0.0142055396,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0523649752,0.0970768556,0.0000000000,0.0000000000,0.0126702981,0.0142273242,0.0000000000,0.0000000000,0.0001559495,0.0068771956,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0379745699,0.0532461889,0.0210960135,0.0251324214,0.0000000000,0.0000000000,0.1134960726,0.0000000000,0.0000000000,0.0000000000,0.0491334051,0.0568832569,0.0066181598,0.0100250896,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0181676559,0.0932426751,-0.0013665259,0.0272481441,0.0932663381,0.0083293375
18:48:59:45.483,61,0.2042907923,0.0895121247,0.0627510101,0.0000000000,0.0000000000,0.0774647519,0.0000000000,0.2042509913,0.0897130296,0.0000000000,0.0000000000,0.0000000000,0.0779236183,0.0000000000,0.0137529736,0.0000000000,0.0000000000,0.0277348123,0.0142924963,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0528588928,0.0970099121,0.0000000000,0.0000000000,0.0129397167,0.0148449494,0.0000000000,0.0000000000,0.0013129672,0.0069901287,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0375607461,0.0523666032,0.0215983242,0.0256207269,0.0000000000,0.0000000000,0.1077369526,0.0000000000,0.0000000000,0.0000000000,0.0493633375,0.0570750013,0.0090730432,0.0129361581,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0246227887,0.0850176290,-0.0009401245,0.0337578505,0.0850399211,0.0078770760
18:48:59:46.484,61,0.1743283123,0.0659213141,0.0644897372,0.0000000000,0.0000000000,0.0733234659,0.0000000000,0.1743389666,0.0660034120,0.0000000000,0.0000000000,0.0000000000,0.0737590045,0.0000000000,0.0133602954,0.0000000000,0.0000000000,0.0271643084,0.0144123072,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0526126176,0.0955228657,0.0000000000,0.0000000000,0.0132400626,0.0154543780,0.0000000000,0.0000000000,0.0029126611,0.0071045249,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0374330916,0.0518815815,0.0220601615,0.0260709766,0.0000000000,0.0000000000,0.1051221117,0.0000000000,0.0000000000,0.0000000000,0.0496768430,0.0573601089,0.0111867394,0.0153567623,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0254590008,0.0705341324,-0.0008729459,0.0347678289,0.0705540031,0.0064014350
18:48:59:47.486,61,0.1617571563,0.0497901142,0.0596528053,0.0000000000,0.0000000000,0.0709329695,0.0000000000,0.1617651284,0.0497709475,0.0000000000,0.0000000000,0.0000000000,0.0713548884,0.0000000000,0.0130411675,0.0000000000,0.0000000000,0.0266617108,0.0145620452,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0524947196,0.0947599337,0.0000000000,0.0000000000,0.0135404160,0.0160284564,0.0000000000,0.0000000000,0.0046005459,0.0072261677,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0376017354,0.0517377630,0.0225739963,0.0265719611,0.0000000000,0.0000000000,0.1036530808,0.0000000000,0.0000000000,0.0000000000,0.0502207689,0.0578811727,0.0141312014,0.0183762908,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0228610113,0.0606184974,-0.0009373865,0.0321942493,0.0606364608,0.0052760895
18:48:59:48.487,61,0.1494822651,0.0423270017,0.0529454276,0.0000000000,0.0000000000,0.0673718974,0.0000000000,0.1494847089,0.0422529988,0.0000000000,0.0000000000,0.0000000000,0.0677593723,0.0000000000,0.0128122885,0.0000000000,0.0000000000,0.0262951721,0.0147954961,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0514727049,0.0930766910,0.0000000000,0.0000000000,0.0138276927,0.0165723301,0.0000000000,0.0000000000,0.0057564927,0.0073438906,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0378837027,0.0517724231,0.0230638068,0.0270910840,0.0000000000,0.0000000000,0.1026002616,0.0000000000,0.0000000000,0.0000000000,0.0507199764,0.0583603121,0.0168727506,0.0212746561,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192208625,0.0560265556,-0.0010126799,0.0285870284,0.0560436323,0.0047099153
18:48:59:49.489,61,0.1342583746,0.0351065248,0.0565337129,0.0000000000,0.0000000000,0.0625452772,0.0000000000,0.1342605054,0.0350054055,0.0000000000,0.0000000000,0.0000000000,0.0628883839,0.0000000000,0.0125631653,0.0000000000,0.0000000000,0.0259270128,0.0151955057,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0475585312,0.0893866569,0.0000000000,0.0000000000,0.0140159223,0.0169949215,0.0000000000,0.0000000000,0.0068819658,0.0074466895,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0378760546,0.0515520163,0.0232961308,0.0273659248,0.0000000000,0.0000000000,0.1018173099,0.0000000000,0.0000000000,0.0000000000,0.0510465689,0.0586274080,0.0183216445,0.0227711257,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0211032592,0.0515988469,-0.0009382836,0.0305345207,0.0516152084,0.0043117227
