Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
0.0,68.0,-0.017023563385009766,-0.0016741002909839153,0.0012361228000372648,-0.008608326315879822,-0.005038153380155563,-0.005663183517754078,0.4451216757297516,-0.01560852862894535,-0.0019077059114351869,0.017665289342403412,-0.00590095017105341,-0.005193054210394621,-0.005559870507568121,0.44551533460617065,0.02699216455221176,4.440916745807044e-05,0.027969881892204285,0.10083340108394623,0.02101776748895645,0.12839104235172272,0.024262962862849236,0.013863473199307919,7.768534487695433e-06,0.03831825032830238,0.026093367487192154,0.05282345786690712,0.053681813180446625,0.016309669241309166,0.0143418675288558,0.08104966580867767,0.09622354805469513,-0.0007108349236659706,0.006116615608334541,-0.0029695837292820215,-0.002678672317415476,0.001249966910108924,0.0010250440100207925,0.19088149070739746,0.18215204775333405,0.025115571916103363,0.021386023610830307,-0.0014108637114986777,-0.001299398485571146,0.3428003191947937,0.30898040533065796,0.30932146310806274,0.0010409931419417262,0.026196442544460297,0.02403993532061577,-0.0021346837747842073,-0.0004518346395343542,-0.00020838268392253667,-6.180619038786972e-08,4.350933391350509e-09,1.7635729818721302e-06,-0.008475069887936115,-0.0019600577652454376,-4.638532118406147e-05,-0.004018982872366905,-0.002006868366152048,0.00030911967041902244,6.9646759033203125,1.5337183475494385,21.654918670654297,1.7662160396575928,25.377277374267578,6.1709065437316895,31.024627685546875
1.0,68.0,-0.017223453149199486,0.005639464128762484,0.0008337334147654474,-0.008185026235878468,-0.004690449684858322,-0.010148469358682632,0.5113735198974609,-0.0162894856184721,0.005559271201491356,0.0149429552257061,-0.005944413132965565,-0.004779535811394453,-0.010058315470814705,0.5117282271385193,0.02661270648241043,7.8716388088651e-05,0.02097470685839653,0.09034044295549393,0.02893519029021263,0.17238029837608337,0.055020228028297424,0.013551837764680386,-5.77791579416953e-05,-0.005309879779815674,-0.008032059296965599,0.10474410653114319,0.10633939504623413,0.012712191790342331,0.010747099295258522,0.09436405450105667,0.10758532583713531,-0.002193645341321826,0.0062563312239944935,-0.0036025766748934984,-0.003034939058125019,-0.00014860789815429598,-0.00039624227792955935,0.14713679254055023,0.13535669445991516,0.006187432445585728,0.005514977499842644,-0.0012314491905272007,-0.0010448384564369917,0.3910260796546936,0.36929523944854736,0.36969196796417236,0.0009366411250084639,0.011397124268114567,0.01022449228912592,-0.008651099167764187,-0.007312219124287367,-0.0002147013583453372,-4.3169883667815157e-08,6.817671427405969e-10,1.946594466062379e-06,-0.007800079882144928,0.006549396552145481,-0.0005176538252271712,-0.0011410437291488051,0.00648520840331912,0.0008852665196172893,7.007287979125977,1.4181163311004639,22.570722579956055,1.596423864364624,20.261329650878906,6.146144866943359,36.76008605957031
2.0,68.0,-0.017095007002353668,0.018379826098680496,0.002360248239710927,-0.008105751127004623,-0.004961669445037842,-0.011513395234942436,0.521823525428772,-0.016490114852786064,0.018439456820487976,0.010577650740742683,-0.005649939179420471,-0.005030309781432152,-0.011436005122959614,0.5221767425537109,0.027453098446130753,0.00011639000149443746,0.01944749616086483,0.0853511393070221,0.031353071331977844,0.1991785168647766,0.06577542424201965,0.013850471004843712,-7.002450001891702e-05,-0.008176036179065704,-0.009426815435290337,0.11323030292987823,0.11420084536075592,0.011693930253386497,0.009606743231415749,0.10214374959468842,0.11415055394172668,-0.003350622020661831,0.006585581228137016,-0.0035328101366758347,-0.003272159956395626,-0.0010975984623655677,-0.0013571291929110885,0.14730480313301086,0.13503041863441467,0.009168167598545551,0.008301486261188984,-0.0010806014761328697,-0.0009698655921965837,0.42281556129455566,0.41047409176826477,0.410885214805603,0.001057690242305398,0.007978631183505058,0.007108192890882492,-0.008596966043114662,-0.007753775455057621,-7.781286694807932e-05,-3.0824470087509326e-08,9.979517212599376e-11,2.200918061134871e-06,-0.005231097340583801,0.01464998908340931,-0.0005773912998847663,0.001994065474718809,0.01458062045276165,0.0017786916578188539,7.203272342681885,1.343094825744629,20.857303619384766,1.5975606441497803,17.011117935180664,5.90396785736084,42.494693756103516
3.0,68.0,-0.016235869377851486,0.03166484087705612,0.0033156094141304493,-0.008247018791735172,-0.005584977567195892,-0.012015809305012226,0.5064662098884583,-0.015943139791488647,0.031835585832595825,0.00836944580078125,-0.005379443988204002,-0.005664481781423092,-0.011945351026952267,0.5068320035934448,0.027236755937337875,0.00010066119284601882,0.019418194890022278,0.08346745371818542,0.030992619693279266,0.21301743388175964,0.0666392594575882,0.014450011774897575,9.261359082302079e-06,-0.007585556246340275,-0.008985955268144608,0.09893178939819336,0.0993320643901825,0.011240699328482151,0.009114730171859264,0.10600227117538452,0.11681398749351501,-0.0039150528609752655,0.0069383010268211365,-0.003320096991956234,-0.0036557866260409355,-0.001791357877664268,-0.002074574586004019,0.15309178829193115,0.14164641499519348,0.017532460391521454,0.015728147700428963,-0.0012852177023887634,-0.0012707347050309181,0.43239647150039673,0.42426007986068726,0.42469632625579834,0.0010290532372891903,0.008610031567513943,0.008170409128069878,-0.008623471483588219,-0.007914386689662933,-2.1725982151110657e-05,-1.7595958468064055e-08,5.340007325216334e-10,2.3137679363571806e-06,-0.004322522319853306,0.022013306617736816,-0.0005307087558321655,0.002978422213345766,0.02194669097661972,0.0026607289910316467,8.259699821472168,1.3715596199035645,18.6217041015625,1.5534563064575195,19.319467544555664,5.709434509277344,41.64682388305664
4.0,68.0,-0.015499196946620941,0.042747363448143005,0.004528732039034367,-0.008289415389299393,-0.005913854576647282,-0.012719091027975082,0.4717748761177063,-0.015318650752305984,0.04301851615309715,0.008046997711062431,-0.005308669991791248,-0.0059848688542842865,-0.012648645788431168,0.47214603424072266,0.026140064001083374,5.360022623790428e-05,0.01953251287341118,0.08317486941814423,0.025882109999656677,0.22698354721069336,0.06089218333363533,0.014338250271975994,9.658985072746873e-05,-0.007630129344761372,-0.008964858949184418,0.07312985509634018,0.07362490892410278,0.01085314154624939,0.008765993639826775,0.10499929636716843,0.11496266722679138,-0.0044373017735779285,0.006565894931554794,-0.0033797635696828365,-0.003901788964867592,-0.0024193050339818,-0.002634931355714798,0.16177812218666077,0.15135857462882996,0.03476034477353096,0.03216562420129776,-0.0018418475519865751,-0.0018645680975168943,0.4175783395767212,0.40890252590179443,0.4093853831291199,0.0009617914911359549,0.010440098121762276,0.010103577747941017,-0.00910215824842453,-0.007731217425316572,-7.692618237342685e-05,-1.0111476100860273e-08,-4.95083418705633e-11,2.419446673229686e-06,-0.00440041022375226,0.028036128729581833,-0.000445268873590976,0.003247396554797888,0.027970049530267715,0.0034313276410102844,9.982255935668945,1.5752171277999878,18.336566925048828,1.5255001783370972,22.588951110839844,5.95485782623291,36.08110046386719
5.0,68.0,-0.015271393582224846,0.05147112160921097,0.006340052932500839,-0.008223507553339005,-0.005627695471048355,-0.013480248861014843,0.42610520124435425,-0.015306344255805016,0.051763471215963364,0.009083336219191551,-0.0054313200525939465,-0.005691329948604107,-0.013422444462776184,0.4264463782310486,0.024068482220172882,2.7249447157373652e-05,0.019635701552033424,0.08278371393680573,0.016685407608747482,0.25178995728492737,0.05197598412632942,0.012970132753252983,9.215347381541505e-05,-0.008220052346587181,-0.009177223779261112,0.043700702488422394,0.043943073600530624,0.010103165172040462,0.008124656975269318,0.10006280243396759,0.10999561846256256,-0.004985405132174492,0.005389990285038948,-0.003653592662885785,-0.003990166820585728,-0.0026913187466561794,-0.002825662028044462,0.1800839602947235,0.17148107290267944,0.06535898149013519,0.0627671554684639,-0.001713403733447194,-0.001769358292222023,0.3833075165748596,0.3719322681427002,0.3724275827407837,0.0010838655289262533,0.01141970232129097,0.011147649958729744,-0.009311437606811523,-0.006760156713426113,-0.000121230237709824,-5.879553732768272e-09,-1.7425459963860135e-09,2.4559344637964386e-06,-0.004504527896642685,0.032399557530879974,-0.0005163241876289248,0.0034492299892008305,0.03232555836439133,0.0037980638444423676,11.65832805633545,1.81538724899292,18.236473083496094,1.5541794300079346,21.895751953125,6.687673568725586,33.3448371887207
6.0,68.0,-0.015564439818263054,0.05791015177965164,0.009070574305951595,-0.00791096594184637,-0.0053171743638813496,-0.013897964730858803,0.38476377725601196,-0.015717865899205208,0.05815906077623367,0.008868089877068996,-0.005483560264110565,-0.005397368222475052,-0.013851175084710121,0.3850487470626831,0.02118987962603569,1.73085445567267e-05,0.022013390436768532,0.0853077694773674,0.0064727007411420345,0.2919711470603943,0.04113978147506714,0.010531580075621605,6.279039371293038e-05,-0.008351804688572884,-0.008910249918699265,0.018674984574317932,0.017946340143680573,0.009338926523923874,0.007732574827969074,0.09558461606502533,0.10755715519189835,-0.0054219504818320274,0.0038892761804163456,-0.0043570501729846,-0.003977724350988865,-0.002651063958182931,-0.0027431980706751347,0.21757890284061432,0.2113945186138153,0.10975268483161926,0.10869723558425903,0.004886413458734751,0.004848793614655733,0.34347599744796753,0.3271650969982147,0.3276411294937134,0.0011084038997069001,0.01148066483438015,0.012310290709137917,-0.009360034950077534,-0.0033385034184902906,-7.820744212949648e-05,-7.980142768815313e-09,-3.754632604824337e-09,2.4370929168071598e-06,-0.0032589249312877655,0.0354955792427063,-0.0005253425915725529,0.004361243918538094,0.03542044386267662,0.0040490091778337955,14.128765106201172,2.0372650623321533,18.775283813476562,1.4792453050613403,22.200258255004883,7.268832683563232,28.5506591796875
7.0,68.0,-0.01593073457479477,0.059968821704387665,0.012068890035152435,-0.007882756181061268,-0.005415498279035091,-0.013750487938523293,0.35687366127967834,-0.015754740685224533,0.06018371880054474,0.0066520338878035545,-0.005393674597144127,-0.005497256759554148,-0.013697945512831211,0.35712122917175293,0.018475838005542755,-2.6038264877570327e-06,0.02676542103290558,0.090506911277771,-0.0011414061300456524,0.33174729347229004,0.028639379888772964,0.007601040415465832,8.348622941412032e-05,-0.004853332880884409,-0.005965247750282288,0.0032107436563819647,0.0013433515559881926,0.00883221160620451,0.007670932449400425,0.09312352538108826,0.10862903296947479,-0.005534850526601076,0.0023426113184541464,-0.005128922872245312,-0.0023240288719534874,-0.002599575789645314,-0.0025786012411117554,0.2636193037033081,0.25966283679008484,0.1550302356481552,0.15671536326408386,0.01641019992530346,0.016431009396910667,0.3048926591873169,0.28032708168029785,0.28077930212020874,0.0008324785158038139,0.011924775317311287,0.015123957768082619,-0.007633412256836891,0.003917271737009287,-1.7927719454746693e-05,-2.0644399967295612e-08,-4.055704660999027e-09,2.4950959414127283e-06,-0.0008448156877420843,0.036393724381923676,-0.00047585746506229043,0.006134822033345699,0.03633449226617813,0.004134536720812321,17.40841293334961,2.1161060333251953,20.36823844909668,1.3527779579162598,19.631847381591797,6.4161763191223145,26.648113250732422
8.0,68.0,-0.016708921641111374,0.058109406381845474,0.015738805755972862,-0.008421885780990124,-0.005235673859715462,-0.013550189323723316,0.3506541848182678,-0.015719830989837646,0.05837780237197876,0.0025211304891854525,-0.004752553068101406,-0.0053072040900588036,-0.013478294014930725,0.3508911728858948,0.017427217215299606,-1.8185901353717782e-06,0.031037429347634315,0.09968562424182892,-0.0040320442058146,0.34505292773246765,0.017199834808707237,0.005471002776175737,0.0002264042414026335,0.003663270501419902,0.0012262107338756323,-0.002367224544286728,-0.005432937294244766,0.008538397960364819,0.0076270331628620625,0.09278251230716705,0.11122284084558487,-0.005147518590092659,0.0009346174774691463,-0.0053182076662778854,0.0006158536998555064,-0.0025757825933396816,-0.00241497321985662,0.30010759830474854,0.297506183385849,0.1827346384525299,0.1862131655216217,0.018870627507567406,0.018980661407113075,0.278978556394577,0.24453070759773254,0.24498391151428223,0.000647488166578114,0.014152412302792072,0.019215740263462067,-0.0050374725833535194,0.01125745102763176,-2.870039861591067e-05,-2.3409324256817854e-08,-4.274965714756718e-09,2.4517607926100027e-06,0.0033091921359300613,0.03515055775642395,3.136397572234273e-05,0.009384596720337868,0.03510589897632599,0.004397778771817684,20.300312042236328,2.1451735496520996,21.258747100830078,1.2544304132461548,19.595823287963867,5.444114685058594,23.787755966186523
9.0,68.0,-0.01718313619494438,0.05489838123321533,0.018872329965233803,-0.00912238098680973,-0.004985669627785683,-0.013665158301591873,0.3607197403907776,-0.015730133280158043,0.05517888069152832,-0.002043849090114236,-0.003989625722169876,-0.005075534805655479,-0.013568439520895481,0.36094892024993896,0.0193236842751503,1.9276711100246757e-05,0.03382939100265503,0.12046106904745102,-0.004811327904462814,0.3255568742752075,0.005498894024640322,0.004468559753149748,0.0003907290520146489,0.020455487072467804,0.016217904165387154,-0.0037613259628415108,-0.0074693430215120316,0.00878826156258583,0.007857929915189743,0.09353990107774734,0.11340576410293579,-0.004670534282922745,-7.142755202949047e-05,-0.005207748152315617,0.0019340816652402282,-0.002559339627623558,-0.0023091237526386976,0.33501332998275757,0.33329659700393677,0.19153249263763428,0.19606028497219086,0.012195304967463017,0.012375718913972378,0.27078115940093994,0.22638286650180817,0.22681355476379395,0.0004586774739436805,0.018148526549339294,0.024051811546087265,-0.004152691923081875,0.014361193403601646,-6.90903834765777e-06,-2.5628644095831987e-08,-2.465896375980492e-09,2.31579133469495e-06,0.007632738910615444,0.03336797654628754,0.0007594096241518855,0.012833009473979473,0.03332066535949707,0.004895003512501717,21.964614868164062,2.246878147125244,21.135963439941406,1.2910096645355225,20.622753143310547,5.230136871337891,21.316539764404297
